NAME,STREET,VIOLATIONS,INSPECTIONS,FORMAL_ACTIONS
M & S GAS & FOOD MART INC AKA GOLO,3731 W ROOSEVELT RD,0,0,0
M L S PRINTING CO,315 S PEORIA ST,0,0,0
M R MOTORS INC,4000 S WESTERN AVE,0,0,0
M&R AUTO BODY,2602 W CHICAGO AVE,0,0,0
M&R AUTO SERVICE INC,8300 W IRVING PARK RD,0,0,0
MAACO COLLISION CENTER,4722 W HARRISON ST,0,0,0
MAC AUTO,2210 W 71ST ST,0,0,0
MAC AUTOBODY,2210 W. 71ST STREET,0,0,0
MACS PROPERTIES,5337 S HYDE PARK BLVD,0,0,0
MACS PROPERTY MANAGEMENT,5418 S HYDE PARK BLVD,0,0,0
MACY'S NORTH,111 N STATE ST,1,0,2
MAGALLANES AUTOMOTIVE DBA PARKVIEW AUTOMOTIVE,4139 S WESTERN,0,0,0
MAGIC AUTO GLASS INC,5658 S WESTERN,0,0,0
MAGIC TOUCH CHANGES,1858 W 79TH ST,0,0,0
MAGIC TRIANGLE REPAIRS LTD DAB LEOS BODY SHOP,5971 N RIDGE AVE,0,0,0
"MAGNOLIA PROPERTY MANAGEMENT, LLC","350 NORTH LASALLE STREET, SUITE 800",NA,0,0
MAHALIA JACKSON SCHOOL,917 W 88TH ST,0,0,0
MAHZEL METALS INC,325 N ELIZABETH,0,0,0
MAINTENANCE FACILITY COZZI,2539 S WOOD ST,0,0,0
MAJOR MOTOR SUPPLY CO INC,1000 W 63RD ST,0,0,0
MAN ROLAND,2301 S LAKE SHORE DR,0,0,0
MANE MOTORS BODY SHOP,3442 N MILWAUKEE,0,0,0
MANGLOROS AUTO CLINIC,900 S CALIFORNIA AVE,0,0,0
MANICKE SVC STATION,5800 W BELMONT,0,0,0
MANN PARK,130TH & CARONDOLET,0,0,0
MANN SCHOOL-CHGO BD ED,8050 S CHAPPEL,0,0,0
MANSOOR INC - CITGO,4759 S CICERO AVE,0,0,0
MANSTER TRANSMISSION CTR,1900 W ARMITAGE,0,0,0
MANULIFE REAL ESTATE,101 S WACKER DR,0,0,0
MAPLE KNOLL-TREATMENT PLANT 1,4044 N LINCOLN AVE PMB 469,1,0,0
MARATHON,2010 W MARQUETTE RD,0,0,0
MARATHON,7100 S KING DR,0,0,0
MARATHON,335 N OGDEN AVE,0,0,0
MARATHON,1952 W GARFIELD,0,0,0
MARATHON,1150 N CICERO AVE,0,0,0
MARATHON,8950 S ASHLAND AVE,0,0,0
MARATHON,5230 S WESTERN AVE,0,0,0
MARATHON,901 N PULASKI RD,0,0,0
MARATHON,5200 N CICERO AVE,0,0,0
MARATHON,2584 S BLUE ISLAND,0,0,0
MARATHON,3000 W 63RD,0,0,0
MARATHON,7100 S HALSTED,0,0,0
MARATHON,340 S SACRAMENTO BLVD,0,0,0
MARATHON AUTO CTR INC,1121 S JEFFERSON ST,0,0,0
MARATHON GAS,1201 W 87TH ST,0,0,0
MARATHON GAS,130 E 75TH ST,0,0,0
MARATHON GAS & MART,119 S CICERO,0,0,0
MARATHON MART,8100 S ASHLAND AVE,0,0,0
"MARCHANT, GEORGE F CO",1420 S ROCKWELL ST,0,0,0
MARGATE PARK,4921 N MARINE DR,0,0,0
MARIANOS #507-531,5353 N ELSTON AVE,0,0,0
MARIANOS #515-531,1800 W LAWRENCE AVE,0,0,0
MARIANOS #516-531,2112 N ASHLAND AVE,0,0,0
MARIANOS #522-531,5201 N SHERIDAN RD,0,0,0
MARIANOS #527-531,2021 W CHICAGO AVE,0,0,0
MARIANOS #534-531,1500 N CLYBOURN AVE STE C104,0,0,0
MARIANOS #538-531,3030 N BROADWAY STE 100,0,0,0
MARIANOS #539-531,3857 S MARTIN LUTHER KING DR,0,0,0
MARIANOS 503-531,333 E BENTON PLACE,0,0,0
MARIANOS 504-531,3350 N WESTERN AVE,0,0,0
MARIANOS 508-531,40 S HALSTED ST,0,0,0
MARIANOS 512-531,1615 S CLARK ST,0,0,0
MARIAS GARDEN,7320 S YALE,0,0,0
MARINA CITY MARINA,300 N STATE ST B,0,0,0
MARINE OIL TERMINAL,4950 W 41ST STREET,0,0,0
MARK T SKINNER SCHOOL,1260 W ADAMS ST,0,0,0
MARK TWAIN ELEMENTARY,5134 S LOTUS,0,0,0
MARKHAM TRANSFER & RECYCLE,1258 E 138TH ST,0,0,0
MARKS OIL CO,3588 S ARCHER AVE,0,0,0
MARLBOROUGH CONODOMINIUMS,400 W DEMING PL,0,0,0
MARO PAPER PRODUCTS,2038 W HUBBARD ST,0,0,0
MARQUETTE GAS,4300 W MARQUETTE,0,0,0
MARQUETTE MOBIL,7200 S WESTERN AVE,0,0,0
MARQUETTE PARK GC,6700 SOUTH KEDZIE AVENUE,0,0,0
MARRIOTT MOTOR HOTEL,8535 W HIGGINS RD,0,0,1
MARS CHOCOLATE NORTH AMERICA LLC,2019 N OAK PARK AVE,1,0,0
MARSHALL FIELD CO,4049 W DIVERSEY AVE,0,0,0
MARSHALL FIELDS,4000 W DIVERSEY,0,0,0
MARSHALL HIGH SCHOOL-CHGO BD ED,3250 W ADAMS ST,0,0,0
MARTHON FUEL & MINI MART,6500 S KEDZIE AVE,0,0,0
MARTI JOSE BILINGUAL EDUC CNTR,5126 N KENMORE AVE,0,0,0
MARTIN OIL OF INDIANA 709,3510 S ASHLAND,0,0,0
"MARTINEZ, FRANK",3361 S MORGAN,0,0,0
MARTINO MOTOR SALES INC,8557 S COMMERCIAL AVE,0,0,0
MARVEL GROUP INC,3843 WEST 43RD STREET,0,0,0
MARY E MCDOWELL SCHOOL,1419 E 89TH ST,0,0,0
MARYLAND PIG IRON OF ILLINOIS,12901 S STONY ISLAND,0,0,0
MASTER CV DRIVE AXLES,6244 W BELMONT,0,0,0
MASTER TAPE PRINTERS,4517 N ELSTON AVE,0,0,0
MAT ASPHALT LLC,2055 W PERSHING AVE,0,2,0
MAT ASPHALT LLC,2033 W PERSHING RD,0,0,0
MATCHLESS METAL POLISH CO,840 W 49TH PL,0,0,0
MATERIAL SVC CORP,E 103RD ST & CALUMET RIVER,0,0,0
MATOT D A INC,1533 W ALTGED ST,0,0,0
MATTIQ INC,400 N ABERDEEN ST SUITE 650,0,0,0
MAURITZON INC,3939 W BELDEN AVE,0,0,0
MAXS AUTO FASHIONS,8522 S RACINE AVE,0,0,0
MAXS AUTO REBUILDER,8522 S RACINE,0,0,0
MAXTEC INTERNATIONAL CORPORATION,6470 WEST CORTLAND ST.,0,0,0
MAYERS COLLISION CENTER INC,6835 W IRVING PARK RD,0,0,0
MAYFAIR APTS,7347 N SHERIDAN RD,0,0,0
"MAYFAIR HOTEL, THE",181 E LAKESHORE DR,0,0,0
MAYFAIR PUMPING STATION,4850 WEST WILSON AVENUE,0,0,0
MAYO SCHOOL,249 E 37TH ST,0,0,0
MAYS CHEMICAL COMPANY - CHICAGO,875 E 112TH ST,0,0,0
MAZUMA TRADING COMPANY,4233 W. 36TH STREET,NA,0,1
MCAULIFFE ELEMENTARY,1841 N SPRINGFIELD AVE,0,0,0
MCC CHICAGO,71 WEST VAN BUREN SITE B,0,0,0
MCCARTHY FORD INC,11400 S PULASKI,0,1,0
MCCLELLAN SCHOOL,3527 S WALLACE,0,0,0
MCCORMICK PLACE,2301 S LAKE SHORE DR-D,0,0,0
MCCORMICK PLACE HQ HOTEL,330 E CERMAK RD,0,0,0
MCCORMICK WEST CONSTRUCTORS LLC,2211 S DR MARTIN LUTHER KING DR,0,0,0
MCDONAGH DEMOLITION,2300 W 47TH ST,0,0,0
MCDONNELL CLEANERS,932 W 103RD ST,0,0,0
MCGRATH CITY HONDA,6725 W GRAND AVE,0,0,0
MCGRATH CITY HYUNDAI,6722 W GRAND AVE,0,0,0
MCGRATH CITY HYUNDAI,6601 W BELDEN,0,0,0
MCPHERSON SCHOOL-CHGO BD OF ED,4728 N WOLCOTT,0,0,0
MECHANICAL ENG PRODUCTS CO,1319 W LAKE ST,0,0,0
MEDILL INTERMEDIATE,1326 W 14TH PLACE,0,0,0
MEDILL PRIMARY,1301 W 14TH STREET,0,0,0
MEDINAH TEMPLE ASSN,600 N WABASH,0,0,0
"MEDLINE INDUSTRIES, LP",222 W MERCHANDISE MART PLAZA,0,0,0
MEGA AUTO CARE INC,1913 N LECLAIRE,0,0,0
MEGA HOLIDAY / BURGER KING-SP775,ATTN ADRIENNE,0,0,0
MELPAP LTD DBA CM MORTON,4534 N DAMEN,0,0,0
MELVILLE W FULLER SCHOOL,4214 S ST LAWRENCE AVE,0,0,0
MENASHA PACKAGING CO LLC,4545 W PALMER ST,0,0,1
MENASHA PACKAGING CO LLC,4545 W. PALMER ST.,0,0,0
MENZIES OFF/WAREHOUSE EXPANS,10801 W IRVING PARK RD,0,0,0
MERCHANDISE MART PROPERTIES INC,222 MERCHANDISE MART PLAZA,0,0,0
MERCY HOSPITAL,2537 S PRAIRIE,0,0,0
MERIT GRAPHICS,1642 N BESLY CT,0,0,0
MESKAN BRASS FOUNDRY,2007 N. MAJOR AVENUE,0,1,0
METAL CREATIONS INC,2440 N PULASKI AVE,0,0,0
METAL FINISHING RESEARCH CORP,4025 S. PRINCETON AVE.,0,0,0
METAL MAINTENANCE INC,723 OGDEN AVE,0,1,0
METAL MANAGEMENT MIDWEST INC,2500 S PAULINA ST,0,0,0
METAL MANAGEMENT MIDWEST INC,350 N ARTESIAN AVE,12,0,0
METAL MANAGEMENT MIDWEST INC,9331 SOUTH EWING,12,1,0
METAL MANAGEMENT MIDWEST INC,12701 S DOTY AVE,0,0,0
METAL MANAGEMENT MIDWEST INC,3200 E 96TH ST,0,0,0
METAL MANAGEMENT MIDWEST INC,3151 SOUTH CALIFORNIA,12,0,0
METAL MANAGEMENT MIDWEST INC,UNKNOWN,12,2,0
METAL MGT MIDWEST ARTESIAN,350 N ARTESIAN,0,0,0
METAL MGT MIDWEST EWING,9331 S EWING,0,0,0
METALMASTERS,5725 NORTH RAVENSWOOD AVENUE,0,0,0
METCALFE FEDERAL BUILDING(GSA),77 W JACKSON BLVD,0,0,0
METHODIST HOSPITAL,5025 N PAULINA,0,0,0
METOMIC CORPORATION,2944 W 26TH ST,0,0,0
METRA,14338 E. 14TH STREET,0,0,0
METRA,147 W 47TH ST,1,1,0
METRA,12301 S INDIANA,0,0,0
METRA,2741 W GRAND,1,1,0
METRA BRIDGE S102 REPLACEMENT,MORGAN AND 87TH,0,0,0
METRA ELECTRIC DISTRICT (MED) 95TH STREET STATION,811 E 95TH ST,0,0,0
METRO AUTO BODY GROUP,3147 S ARCHER,0,0,0
METRO AUTO TECH UNITED,5045 S WESTERN BLVD,0,0,0
METRO COLLISION EXPERTS,3057 W COLUMBUS AVE,0,0,0
"METRO FORD SALES AND SERVICE, INC",6455 S WESTERN,0,0,0
METRO PIER & EXPO AUTHORITY,234 E 24TH ST,0,0,0
METRON STEEL,12900 S METRON DR,0,0,0
METROPOLITAN FAMILY SERVICES,3249 N CENTRAL AVE,0,0,0
METROPOLITAN MGMT CO,233 N MICHIGAN AVE B,0,0,0
METROPOLITAN PROPERTIES,310 S MICHIGAN AV STE2400,0,0,0
METROPOLITAN WATER RECLAMATION,400 EAST 130TH STREET,12,4,1
METROPOLITAN WATER RECLAMATION DISTRICT OF GREATER CHICAGO (MWRDGC),100 EAST ERIE STREET,0,0,0
MEYER INDUSTRIAL CONTAINER,610 W 81ST ST,1,1,0
MEYER OSCAR ELEMENTARY,2250 N CLIFTON AVE,0,0,0
MEYER STEEL DRUM INC,3201 S MILLARD AVE,0,3,0
MEYER STEEL DRUM INC,2000 S KILBOURN AVE,0,2,0
MEYER STEEL DRUM INC,2000 S KILBOURN AVE,0,1,0
MEYER STEEL DRUM INC,3201 S MILLARD,0,0,0
MG AUTO WERKS,5709 S HARLEM,0,0,0
MHC LAKE CONROE WEST RV-PLANT - 19785 HWY 105 W (EAST),2 N RIVERSIDE PLZ STE 800,0,0,0
MHC MEDINA LAKE CAMPGROUNDS-PLANT - SPETTLE RD,2 N RIVERSIDE PLZ STE 800,0,0,0
MICHAEL A BILANDIC BLDG,160 N LASALLE ST,0,0,0
MICHAEL AND AMELIA GANCARZ (HOME OWNERS),1838 N. LINCOLN PARK WEST,NA,1,0
MICHAEL REESE HOSPITAL & MEDICAL CENTER,LAKE SHORE DR AT 31ST ST,0,0,0
MICHIGAN AVENUE COLLISION,10554 S MICHIGAN,0,0,0
MICO EXPRESS,4001 S NORMAL AVE,0,0,0
MID AMERICAN PRINTING SYSTEMS,517 S JEFFERSON,0,0,0
MID-STATES RECYCLING INC,5 S WABASH AVE,0,0,0
MID-WEST TRANSFORMER CO,1642 N HALSTED,0,0,0
MIDAS,4216 W IRVING PARK RD,0,0,0
MIDCO INTL INC,4140 W VICTORIA ST,0,0,0
MIDLAKES DISTRIBUTION INC,1037 W ADAMS,0,0,0
MIDLAND INDUSTRIES INC,2401 S LAFLIN,0,0,0
MIDLAND INDUSTRIES INC,1424 N HALSTED ST,0,0,0
MIDLAND METALS PRODUCTS,1200 W 37TH ST,0,0,0
MIDLAND PROPERTIES,1900 S STATE ST,0,0,0
MIDTOWN AUTOMOTIVE REBUILDERS,2700 N PULASKI,0,0,0
MIDWAY AUTO REPAIR,5438 S CENTRAL AVE,0,0,0
MIDWAY CLEANERS DEPOT,4950 S CICERO,0,0,0
MIDWAY GAS SERVICE INC,5448 W 55TH ST,0,0,0
MIDWAY LAND MGMT INC DBA MOBIL MART,4629 S CICERO AVE,0,0,0
MIDWAY MANAGEMENT GROUP,5833 S CICERO,0,0,0
MIDWAY MINI MART DBA MARATHON SVC,4951 S CICERO AVE,0,0,0
MIDWAY SHELL INC,4900 S CICERO AVE,0,0,0
MIDWEST AUTO,4150 N LINCOLN,0,0,0
"MIDWEST ELECTRIC DIV. OF COOPER, IND.",1639 W WALNUT,0,0,0
MIDWEST GENERATION LLC,3200 E. 100TH ST.,0,0,0
MIDWEST HEATING & AIR CONDITIONING,2843 W. 71ST STREET,0,0,0
MIDWEST MARINE TERMINALS,11701 S TORRENCE AVE,12,1,1
MIDWEST SALT CHICAGO FACILITY,12600 SOUTH STONY ISLAND AVENUE,0,0,0
MIDWEST SALT LLC,1300 W WASHINGTON STREET,2,0,0
MIDWEST SIGN SUPPLY CO,5521 N LYNCH AVE,0,0,0
MIDWEST TRAILER REPAIR INC,1900 W 43RD ST,0,0,0
MIDWESTERN RUST PROOF INC,3636 N. KILBOURN AVE.,0,0,0
MIFAB INC,1321 WEST 119TH ST,0,0,0
MIGID GLOVE CO INC,2060 N KOLMAR AVE,0,0,0
MIKE BELL INC,612 S CLINTON,0,0,0
MIKE'S ANODIZING CO,859 N SPAULDING,0,0,0
MIKE'S FURNITURE AND APPLIANCES,1259 N ASHLAND AVE,0,0,0
MIKES WORLD,4938 W NORTH AVE,0,0,0
MILITARY & NAVAL DEPT,5200 COTTAGE GROVE,0,0,0
MILLENIUM PARK,28 S COLUMBUS,0,0,0
MILTON INDUSTIRES INC,4500 W. CORTLAND,0,1,0
MILWAUKEE DRY CLEANERS,4450 N MILWAUKEE,0,0,0
MILWAUKEE DRY CLEANERS,4450 N MILWAUKEE,0,0,0
MINUTE MAN CAR WASH,3218 W IRVING PARK,0,0,0
MIRACLE PRESS CO,2951 W CARROLL AVE,0,0,0
MIRANDAS BODY SHOP,2416 S BLUE ISLAND AVE,0,0,0
MITCHELL ELLEN SCHOOL,2315 W ERIE ST,0,0,0
MJD VENTURES LLC,4443 S ASHLAND AVE,0,0,0
MJH WACKER LLC,100 SOUTH WACKER DRIVE,0,0,0
MJH WACKER LLC,150 SOUTH WACKER DRIVE,0,0,0
MKS ENERGIES INC,1421 W 95TH ST,0,0,0
MMK GROUP INC,3611 N HARLEM,0,0,0
MOBIL,11501 S HALSTED,0,0,0
MOBIL,243 W PERSHING,0,0,0
MOBIL,7059 ASHLAND ST,0,0,0
MOBIL,4401 W FULLERTON,0,0,0
MOBIL,7159 W HIGGINS & HARLE,0,0,0
MOBIL,4 E 95TH ST,0,0,0
MOBIL,2401-41 W OGDEN,0,0,0
MOBIL,251 W 63RD ST,0,0,0
MOBIL - CREATIVE BUSINESS INC,5066 N ELSTON,0,0,0
MOBIL GAS & MINI MART,3935 S ARCHER AVE,0,0,0
MOBIL GAS & MINI MART,1234 N HALSTED,0,1,0
MOBIL GAS MINI MART,7600 S EXCHANGE,0,0,0
MOBIL OIL 05-BDM,7201 N CLARK ST,0,0,0
MOBIL OIL CORP BCL,5500 S WELLS,0,0,0
MOBIL SVC - HATEEB INC,5701 W FULLERTON AVE,0,0,0
MOBIL SVC STATION,2758 W PETERSON AVE,0,0,0
MODENA AUTO BODY,10201 S RIDGELAND AVE,0,0,0
MOLD TECH PLASTICS,4436 W FULLERTON,0,0,0
MOLINA AUTO REPAIR,5715-5719 W GRAND AVE,0,0,0
MONAMI MOBIL 2,2670 N LINCOLN,0,0,0
MONDELEZ GLOBAL LLC,7300 S KEDZIE AVE,0,2,1
MONITOR MANAGEMENT,4601 N CLARK ST,9,0,0
MONOSOL LLC,1375 WEST FULTON MARKET STE 400,0,0,0
MONTEFIORE SCHOOL,1310 S ASHLAND AVE,0,0,0
MONTERREY TRADE CORPORATION (SSURO),4425 S. WESTERN BOULEVARD,NA,0,1
"MONTGOMERY, JAMES",5026 S GREENWOOD,0,0,0
MONTROSE BEACH LIGHTHOUSE,LAKE SHORE DR & MONTROSE AVE,0,0,0
MONTROSE CEMETERY & CREMATORIUM,5400 N PULASKI,0,0,0
MONTROSE CLEANERS,2004 W MONTROSE,0,0,0
MONTROSE PARK BATH HOUSE,200 W MONTROSE HARBOR DR,0,0,0
MOODY BIBLE INSTITUTE,820 N LASALLE,0,0,0
MORAN PLAYGROUND PARK,5727 S RACINE AVE,0,0,0
MORGAN MOBIL FUEL & MINI MART,5901 S MORGAN ST,0,0,0
MORSE AUTOMOTIVE CORP,4130 S MORGAN ST,0,0,0
MORSE SAMUEL SCHOOL,620 N SAWYER AVE,0,0,0
MORTON CLEANERS,5932 W IRVING PARK,0,0,0
MORTON SALT INC,3443-3461 E 100TH ST,0,0,0
MORTON SALT INC,1357 N ELSTON AVE,0,2,1
"MORTON SALT, BULK SALT STORAGE/HANDLING",3507 E 100TH STREET,0,0,0
MOSS PRINTING INC,4100 W VICTORIA ST,0,0,0
MOTHER MCAULEY HS,3737 W 99TH ST,0,0,0
MOTOROLA MOBILITY LLC,222 W. MERCHANDISE MART PLAZA,0,0,0
MOTOROLA MOBILITY LLC,965 W CHICAGO AVE,0,0,0
MOUNT HOPE - CENTER EAST ROAD RESTORATION,11500 S FAIRFIELD AVE,0,0,0
MOUNT SINAI HOSPITAL,1500 S CALIFORNIA AVE,1,1,0
MOUNT VERNON ELEMENTARY,10540 S MORGAN ST,0,0,0
MPEA ENERGY CENTER,2211 S KING DR,0,1,1
MPS PAPER TUBE & CAN,4221 N NORMANDY AVE,0,0,0
MR SWIFTY CLEANERS INC,11024 S WESTERN AVE,0,0,0
MRC POLYMERS INC,3307 S LAWNDALE,0,0,0
MRPM,6257 N WESTERN AVE UNIT A,0,0,0
MT CARMEL STABILIZATION GROUP INC,10443 S. MUSKEGON AVE.,0,0,0
MT SINAI HOSPITAL,2750 W 15TH ST,0,0,0
MT TRANSIT INC,4448 S MORGAN ST,0,0,0
MULLIGAN SCHOOL,1855 N SHEFFIELD,0,0,0
MUNOZ MARIN PRIMARY CTR,3320 W EVERGREEN AVE,0,0,0
MURPHY SCHOOL-CHGO BD ED,3539 W GRACE ST,0,0,0
MURRAYS 402,9255 S WESTERN AVE,0,0,0
MURRAYS 409,3237 W ADDISON,0,0,0
MURRAYS 425,4740 S KEDZIE AVE,0,0,0
MUSEUM OF BROADCAST COMM,9 W KINZIE ST,0,0,0
MUSEUM OF SCIENCE AND INDUSTRY,57TH AND LAKE SHORE DR,0,0,0
MW GALVANIZING INC,7400 S DAMEN AVE,0,1,0
MW II INC,401 E 87TH ST,0,0,0
MW-CPAG HOLDING LLC,900 N KINGSBURY,0,0,0
MWRD OF GREATER CHICAGO,9515 S BALTIMORE AVE,0,0,0
MWRDGC-TORRENCE AVE TUNNEL,1801 E 134TH ST,0,0,0
MY BEST FRIENDS PRODUCTION INC,329 E 21ST ST,0,0,0
MYERS BODY SHOP,1524 N PULASKI,0,0,0
MYRA BRADWELL SCHOOL,7736 S BURNHAM,0,0,0
MYSTIC CRAFT CLEANERS,5330 N CUMBERLAND,0,0,0
N HENRY & SON INC,6450 W CORTLAND ST,0,0,0
N JARAVELIL PETROLEUM,4411 W DIVERSEY,0,0,0
N&P GROUP INC,2811 N SACREMENTO,0,0,0
"N. HENRY & SON, INC.",1644 N. HONORE ST.,0,0,0
NACME STEEL PROCESSING LLC,429 WEST 127TH STREET,9,2,3
NACO WEST - RUSSIAN RIVER PRESERVE-WELL 01 - CL2,2 N RIVERSIDE PLAZA,0,0,0
NALCO CHEMICAL CO,9165 SOUTH HARBOR AVENUE,0,0,0
NALCO CO,151 W WACKER DR,0,0,0
NALCO CO LOGISTIC SAFETY,1901 W MADISON ST,0,0,0
NAMASTE LABORATORIES LLC,310 S RACINE AVE 8TH FLR,0,0,0
NANOGRAF CORPORATION,400 N NOBLE ST STE A,0,0,0
NASH BROTHERS CONTRS,1840 S KILBOURN AVE,0,0,0
NATHAN HALE SCHOOL,6140 S MELVINA,0,0,0
NATHANAEL GREENE SCHOOL,3537 S PAULINA,0,0,0
NATHANIEL POPE SCHOOL,1852 S ALBANY AVE,0,0,0
NATIONAL AUTOBODY & SERVICES,6245-51 N CALIFORNIA AVE,0,0,0
NATIONAL BODYSHOPS INC,5701 S CLAREMONT AVE,0,0,0
NATIONAL BODYWORKS,3550 N MILWAUKEE,0,0,0
NATIONAL CAR RENTAL,4655 W 59TH ST,0,0,0
NATIONAL CONTAINER GROUP LLC,3620 W 38TH ST,0,0,0
NATIONAL RAILROAD PASSENGER CORP,301 W TAYLOR ST,0,1,0
NATIONAL RAILROAD PASSENGER CORP. - CHICAGO UNION STATION,210 S CANAL ST,0,0,0
NATIONAL VIETNAM VETERANS ART MUSEUM,1801 S INDIANA AVE,0,0,0
NATIONWIDE AUTO BODY,4501 DIVERSEY,0,0,0
NATURES FYND,815 W PERSHING RD STE 4,0,0,0
NAVI PETROLEUM,1932 E 75TH ST,0,0,0
NAVISTAR INC,401 N MICHIGAN AVE,NA,1,0
NAVY PIER BOATHOUSE,324 N BREAKWATER ACCESS RD,0,0,0
NAVY PIER INC,600 E. GRAND AVENUE,0,0,0
NAYLOR PIPE CO,1230 E 92ND ST,0,0,0
NCM LLC,2710 S POPLAR AVE,0,0,0
NEAR NORTH CAREER METRO HIGH,1450 N LARRABEE ST,0,0,0
NEAR NORTH MONTESSORI,1434 W DIVISION ST,0,0,0
NEAR NORTH SPEC ED CTR,739 N ADA ST,0,0,0
"NEIMAN BROTHERS, INC.",3322 W. NEWPORT AVE.,NA,1,0
NETRALITY DATA CENTER,717 S WELLS,0,0,0
NETTLEHORST SCHOOL-CHICAGO BD. OF ED.,3252 BROADWAY,0,0,0
NEUMATTER METHODS LLC,4701 W. AUGUSTA BLVD.,NA,0,1
NEW CITY NSP2 LLC,1335 W 49TH PL,0,0,0
NEW CITY NSP2 LLC,4611 S WINCHESTER AVE,0,0,0
NEW CITY NSP2 LLC,4742 S ELIZABETH ST,0,0,0
NEW CITY NSP2 LLC,4744 S LOOMIS BLVD,0,0,0
NEW CITY NSP2 LLC,5040 S PAULINA ST,0,0,0
NEW CLARK AUTO REPAIR,5006 N CLARK,0,0,0
NEW CLEANERS,3232 N BROADWAY,0,0,0
NEW METAL CRAFTS INC,1308 N ELSTON,0,0,0
NEW METAL CRAFTS INC,812 N WELLS ST,0,0,0
NEW PARAMOUNT CLEANERS,5255 N BROADWAY,0,0,0
NEW TOWN IRON WORKS,2822 SOUTH TROY STREET,0,0,0
NEW VISION COLLISION,4825 W DIVISION ST,0,0,0
NEW WORLD VAN LINES,5875 N ROGERS AVE,0,0,0
NEWARK ELECTRONICS,500 N PULASKI B,0,0,0
NEWBERRY MATH AND SCIENCE,700 W WILLOW ST,0,0,0
NEWLY WEDS FOODS INC,4140 W FULLERTON AVE,0,1,1
NGV INC DBA VACCARO TRUCK BODY REPAIR,10938 S TORRENCE AVE,0,0,0
NICHEM CORP,600 W 52ND ST,0,0,0
NICHOLAS GIAMPIETRO,1150 N LAKE SHORE DR 14D,0,0,0
NICHOLSON INDL SVCS,8501 S BALTIMORE AVE,0,0,0
NICHOLSON LILLIAN SPEC SCHOOL,6006 S PEORIA ST,0,0,0
NICKS BODY SHOP,4545 N PULASKI,0,0,0
NICOAT,4880 W GRAND AVE,0,0,0
NICOLOSI CLEANERS,7532 N MILWAUKEE,0,0,0
NIEDERMAIER DISPLAY,2650 WEST FULTON STREET,0,0,0
NIKOLA TESLA SCHOOL,6657 SOUTH KIMBARK AVENUE,0,0,0
NINA ENTERPRISES INC,1350 S. LEAVITT ST.,0,0,0
NOBELPHARMA USA INC,5101 S KEELER AVE,0,0,0
NOBERT PLATING CO,1445 N PULASKI RD,0,0,0
NOBERT PLATING CO,340 N. ASHLAND AVE.,0,0,0
NONE ABONDONED SITE,420 W 37TH ST,0,0,0
NOOR GROUP INC DBA MY MART CITGO,5726 N NAGLE AVE,0,0,0
NOOR MART INC BP,4700 S MICHIGAN AVE,0,0,0
NOP HB BUILDING LLC,111 W MONROE ST,0,0,0
NORDSTROM INC 220,55 EAST GRAND AVE,0,0,0
NORFOLK SOUTHERN,6870 S ST LAWRENCE AVE,0,1,0
NORFOLK SOUTHERN,2040 E 106TH ST,0,0,0
NORRIS AUTO REPAIR,6039 S OAK PARK AVE,0,0,0
NORTH & ELSTON AMOCO,1600 N ELSTON AVE,0,0,0
NORTH & HARLEM,1601 N HARLEM AVE,0,0,0
NORTH & KEDZIE BP,3148 W. NORTH AVE,NA,1,0
NORTH & LAOMIE AMOCO,5133 W NORTH AVE,0,0,0
NORTH AMERICA STEVEDORING CO (NASCO),12700 S BUTLER DRIVE,0,0,0
NORTH AMERICAN JEWELERS INC,5 SO WABASH/STE 1512,0,0,0
NORTH AMERICAN SALT CO,9267 SOUTH HARBOR AVENUE,0,0,0
NORTH AMERICAN SALT COMPANY,9200 SOUTH EWING STREET,0,0,0
NORTH AMERICAN STEVEDORING CO (FORMERLY CERES),9301 S KREITER AVE,0,0,0
NORTH AUSTIN COMMUNITY CENTER,1841 N LARAMIE AVE,0,0,0
NORTH BRANCH PUMPINHG STATION,4860 N FRANCISCO AVE,0,0,0
NORTH CHICAGO RIVER CONTROL WORKS,108 NORTH STREETER DR BY US,0,0,0
NORTH PARK VILLAGE NATURE CENTER,5801 N PULASKI-A,0,0,0
NORTH SHORE AUTO REBUILDERS INC,6240 N BROADWAY AVE,0,0,0
NORTH SIDE SIGN SHOP-I.D.O.T.,7151 FOREST PRESERVE DRIVE,0,0,0
NORTH TOWN REFRIGERATION,2273 W LELAND,0,0,0
NORTH-WEST TOWER,1170 W ERIE AVE,0,0,0
NORTHEAST ILLINOIS RR CORP METRA,547 W JACKSON BLVD,0,0,0
NORTHEASTERN ILLINOIS UNIVERSITY,5500 N SAINT LOUIS AVE,0,0,0
NORTHEASTERN ILLINOIS UNIVERSITY COGEN,5500 NORTH ST. LOUIS AVENUE,0,0,0
NORTHERN BUILDERS INC,5945 N ROGERS AVE,0,0,0
NORTHERN TRUST CO,50 S LASALLE,0,0,0
NORTHSHORE CLEANERS,7630 N ROGERS AVE,0,0,0
NORTHSHORE UNIVERSITY EVANSTON-TREATMENT PLANT,545 W DEARBORN ST APT 906,3,0,0
NORTHSIDE AUTO REPAIR & BODY,1123 CATALPA AVE,0,0,0
NORTHSIDE FORD,6500 N WESTERN AVE,0,0,0
NORTHSIDE LEARNING CTR,3730 W BRYN MAWR AVE,0,0,0
