NAME,STREET,VIOLATIONS,INSPECTIONS,FORMAL_ACTIONS
INDIAN BOUNDARY DIVISION HQTS,8800 W BELMONT AVE,0,0,0
INDIAN BOUNDARY GOLF COURSE,8600 W FOREST DR,0,0,0
INDIAN BOUNDARY PARK,2500 W LUNT AVE,0,0,0
INDUSTRIAL COUNCIL OF NORTHWEST CHICAGO,2023 W CARROLL,0,0,0
INDUSTRIAL MAINTENANCE,4806 S HALSTED,0,0,0
INDUSTRIAL METALS & SCRAP INC,4707 W IOWA ST,0,0,0
INDUSTRIAL RESOURCE RECOVERY INC,919 38TH PL,0,0,0
INDUSTRIAL STORAGE WHSE CORP,4343 W. OHIO STREET,0,0,0
INFORMATION RESOURCES,150 N CLINTON,0,0,0
INFUSIONS AT HOME,1639 W HUBBARD ST STE A,0,0,0
INGLOT ELECTRONICS CORP,4878 N ELSTON AVE,0,0,0
INK PARTNERS CORP,4243 W ARTHINGTON ST,0,0,0
INNOPHOS INC,612 EAST 138TH STREET,0,0,0
INSIGHT HOSPITAL & MEDICAL CTR,2525 S MICHIGAN AVE,0,0,0
INSTY PRINTS,5916 S PULASKI RD,0,0,0
INSTY PRINTS,6957 W ARCHER AVE,0,0,0
INSULATED PANEL CO,421 N PAULINA,0,0,0
"INTECH ORGANICS USA, INC. (C/O FUMIGATION SERVICE & SUPPLY INC.)",205 NORTH MICHIGAN AVENUE,NA,1,1
INTEGRATED INDUSTRIES CORP,3305 S LAWNDALE AVE,0,0,0
INTEL MANAGEMENT,175 W JACKSON STE A618,0,0,0
INTER AMERICAN MAGNET SCHOOL,919 W BARRY AVE,0,0,0
INTER AUTO INC,5027-5039 W FULLERTON,0,0,0
INTERIOR CRAFTS INC,2513 W CULLERTON,1,0,0
INTERNATIONAL ART SERVICES INC,400 N WOLCOTT AVE,0,0,0
INTERNATIONAL AUTO CENTER,2501 W CHICAGO AVE,0,0,0
INTERNATIONAL AUTO DESIGN,4943 W FULLERTON,0,0,0
INTERNATIONAL AUTO REBUILDERS,931 N KEDZIE AVE,0,0,0
INTERSTATE AUTOMOTIVE INC,2430 W OGDEN AVE,0,0,0
INX INTERNATIONAL INK CO,5001 SOUTH MASON AVENUE,0,0,0
IOM SVCS BP,4540 S PULASKI RD,0,0,0
IOWA & PULASKI AUTO BODY,4005 W IOWA ST,0,0,0
IRMA C RUIZ SCHOOL,2410 S LEAVITT ST,0,0,0
IRS CI NATIONAL FORENSIC LAB,29 N WACKER DR,0,0,0
IRVIN C MOLLISON SCHOOL,4415 S KING DRIVE,0,0,0
IRVING & WESTERN MOBIL,4000 N WESTERN AVE,0,0,0
IRVING PARK MIDDLE SCHOOL,3815 N KEDVALE AVE,0,0,0
IRVING WOODS PIPELINE REPLACEMENT PHASED PROJECT,INTERSECTION LAWRENCE AVE AND CUMBERLAND AVE,0,0,0
ISTHA I-294 COOK COUNTYWIDE,I-294 COOK COUNTY,0,0,0
ITS MI JACK,423 W 51ST ST,0,0,0
ITT COGEN FACILITY,3430 S FEDERAL,0,1,0
J & T SERVICE CORP,10300 S WESTERN,0,0,0
J AND M SVC INC,703 E 111TH AND LANGLEY,0,0,0
J COSMETICS,1388 N NORTH BRANCH,0,0,0
J K MERCHANDISE,3011 19 W LAWRENCE,0,0,0
J&A AUTO BODY INC,2100 N MARMORA,0,0,0
J&H DEVELOPMENT,5230 N MILWAUKEE,0,0,0
J&P AUTO REPAIR,5165 W GRAND AVE,0,0,0
JA AUTO BODY,2100 N MAGNOLIA,0,0,0
JACK HAGGERTY OLDSMOBILE,4207 N WESTERN,0,0,0
JACKAL UNIVERSAL STUDIOS THE,700 S DES PLAINES,0,0,0
JACKSON MITCHELL WAREHOUSE,1132 S WASHTENAW,0,0,0
JACOB & HEFNER ASSOCIATES INC,5422 W ROOSEVELT RD,0,0,0
JACOBS ANODIZING,3434 W. HENDERSON ST.,0,0,0
JACOBS TWIN BUICK HONDA,6601 GRAND AVE B,0,0,0
JAKACKI BAG & BARREL,4607 W LEXINGTON,0,0,0
JAKES AUTOBODY INC,3425 N PULASKI AVE,0,0,0
JAMES C. KIRIE WATER REC PLANT,100 E. ERIE STREET,0,0,0
JAMES HEDGES SCHOOL,4619 S WOLCOTT AVE,0,0,0
JAMES LOWELL ELEMENTARY SCHOOL,3322 W HIRSCH ST,0,0,0
JAMES MADISON SCHOOL,7433 S DORCHESTER AVE,0,0,0
JAMES MCCOSH SCHOOL-CHGO BD ED,6543 S. CHAMPLAIN AVE.,0,0,0
JAMES N THORP ELEMENTARY,8914 S BUFFALO AVE,0,0,0
JAMES W. JARDINE WATER PURIFICATION PLANT (JWPP),1000 EAST OHIO STREET,1,0,0
JAMES WADSWORTH SCHOOL,6420 S UNIVERSITY AVE,0,0,0
JANE A NEIL SCHOOL,8555 S MICHIGAN,0,0,0
JANE ADDAMS CENTER,3212 N BROADWAY,0,0,0
JANNE CORP DBA KREDABLE AUTO SVC,4932 W FULLERTON,0,0,0
JAVO MEX CORPORATION,9300 S. SANGAMON ST.,0,0,0
JAY KAY COLLISION CTR,4915 S PULASKI RD,0,0,0
JAYS FOODS INC,825 EAST 99TH STREET,0,1,0
JB HUNT TRANSPORT-CHICAGO,3642 W 47TH ST,0,0,0
JC LICHT TRUE VALUE WEST LOOP,18 S SANGAMON STREET CHICAGO,NA,1,0
JCDECAUX CHICAGO LLC,3959 S MORGAN,0,0,0
JEAN BAPTISTE DUSABLE H S,4934 S WABASH,0,0,0
JEFFERSON ALTERNATIVE,1100 S HAMILTON AVE,0,0,0
JEFFERSON PARK,4822 N LONG AVE,0,0,0
JEFFERSON PARK VALET SHOP INC,6022 N. KEYSTONE,0,0,0
JEFFERSON STATE BANK,5301 W LAWRENCE AVE,0,0,0
JENNER ELEM ACADEMY OF THE ARTS,1119 N CLEVELAND AV,0,0,0
JENSEN SCHOLASTIC ACADEMY,3030 W HARRISON ST,0,0,0
JERNBERG INDUSTRIES INC,328 W. 40TH PL.,0,0,0
JERNBERG INDUSTRIES INC,329 W PERSHING RD,0,0,0
JEROME H MEYER COMPANY,1435 W WEBSTER PL,0,0,0
JERSEY AUTOMOTIVE INC,5639-47 N JERSEY AVE,0,0,0
JEWEL #3082,6014 S COTTAGE GROVE,0,0,0
JEWEL 1214,3128 W 103RD ST,0,0,0
JEWEL 1282,4729 N CENTRAL,0,0,0
JEWEL 3234,102 W DIVISION,0,0,0
JEWEL 3368,550 N SSTATE,0,0,0
JEWEL 3454,4250 N LINCOLN,0,0,0
JEWEL 3546,424 W DIVISION ST,0,0,0
JEWEL FOOD STORES,1260 S WABASH AVE,0,0,0
JEWEL FOOD STORES 3176,9400 SOUTH ASHLAND,0,0,0
"JEWEL FOOD STORES, INC. #3170",5320 SOUTH PULASKI,0,0,0
"JEWEL FOOD STORES, INC. #3302",3644 SOUTH ARCHER AVENUE,0,0,0
JEWEL OSCO 2500,1340 S CANAL ST,0,0,0
JEWEL OSCO 2508,1763 W HOWARD ST,0,0,0
JEWEL OSCO 3030,7530 S STONY ISLAND,0,0,0
JEWEL OSCO 3043,443 E 34TH ST,0,0,0
JEWEL OSCO 3092,1655 E 95TH ST,0,0,0
JEWEL OSCO 3139,3940 E 106TH ST,0,0,0
JEWEL OSCO 3181,87 W 87TH ST,0,0,0
JEWEL OSCO 3224,6430 W IRVING PARK RD,0,0,0
JEWEL OSCO 3241,1343 N PAULINA AVE,0,0,0
JEWEL OSCO 3296,7342 W FOSTER AVE,0,0,0
JEWEL OSCO 3344,1220 S ASHLAND AVE,0,0,0
JEWEL OSCO 3345,1224 S WABASH,0,0,0
JEWEL OSCO 3376,370 N DES PLAINES ST,0,0,0
JEWEL OSCO 3407,5516 N CLARK ST,0,0,0
JEWEL OSCO 3441,2940 N ASHLAND,0,0,0
JEWEL OSCO 3442,4042 W FOSTER AVE,0,0,0
JEWEL OSCO 3443,5343 N BROADWAY,0,0,0
JEWEL OSCO 3455,4355 N SHERIDAN,0,0,0
JEWEL OSCO 3470,3570 N ELSTON,0,0,0
JEWEL OSCO 3477,4734 N CUMBERLAND AVE,0,0,0
JEWEL OSCO 3501,3400 N WESTERN AVE,0,0,0
JEWEL OSCO 3514,3531 N BROADWAY,0,0,0
JEWEL OSCO 3632,3630 N SOUTHPORT,0,0,0
JEWEL OSCO 3721,6107 S ARCHER AVE,0,0,0
JF LABS,7401 S PULASKI RD UNIT E,0,0,0
JF LABS INC,1335 W 47TH ST,0,0,0
JF SERVICE INC,5210 NORTHWEST HWY,0,0,0
JHELSA METAL POLISHING & FABRICATION INC,1900 N AUSTIN AVE,0,0,0
JIFFY CLEANERS,3245 HARLEM,0,0,0
JIFFY LUBE 1160,7200 N HARLEM,0,0,0
JIM'S CITGO,8258 S WESTERN,0,0,0
JIMMY DS BODY & FENDER,4208 S WESTERN,0,0,0
JIMMY DS BODY & FENDER SHOP,4208 S WESTERN,0,0,0
JJ HAWBAKER SANTA FE,4231 S HAMLIN,0,0,0
JJON IRVING DBA EARL SCHEIB,2416 W IRVING PARK,0,0,0
JLO METAL PRODUCTS INC,5841 W. DICKENS AVE.,0,0,0
JMJ MOBIL,9901 S HALSTED,0,0,0
JN CLEANERS,3930 N BROADWAY,0,0,0
JO VE INC,5701 S COTTAGE GROVE AVE,0,0,0
JOES AUTO SVC INC,3625 N HARLEM,0,0,0
JOES EXPERT AUTO SVC,2740 N ELSTON,0,0,0
JOHN & SONS AUTO,7520 S ASHLAND,0,0,0
JOHN BUCK CO,200 W MONROE,0,0,0
JOHN E. EGAN WATER RECLAM PLNT,100 E. ERIE STREET,0,0,0
JOHN F KENNEDY SCHOOL,6325 W 56TH ST,0,0,0
JOHN G SHEDD AQUARIUM,1200 S LAKE SHORE DR,0,0,0
JOHN H HAMLINE BRANCH SCH,1548 W 48TH ST,0,0,0
JOHN HANCOCK CTR - AMERICAN TOWER,875 N MICHIGAN AVE,0,0,0
JOHN HANCOCK ELEMENTARY,4350 W 79TH ST,0,0,0
JOHN HOFMEISTER & SON,2386 SOUTH BLUE ISLAND AVENUE,0,0,0
JOHN HOPE COMMUNITY ACADEMY,5515 S LOWE AVE,0,0,0
JOHN L MARSH SCHOOL,9810 S EXCHANGE,0,0,0
JOHN MARSHALL LAW SCHOOL,19 W JACKSON BLVD,0,0,0
JOHN SPRY COMMUNITY ACADEMY,2400 S MARSHALL BLVD,0,0,0
JOHN T MCCUTCHEON SCHOOL,4865 N SHERIDAN RD,0,0,0
JOHNS AUTO BODY & REPAIR,5810 N WESTERN AVE,0,0,0
JOHNS BODY SHOP,3002 W LAWRENCE,0,0,0
JOHNSON AUTOBODY,3138 W LAKE ST,0,0,0
JOHNSON JAMES SCHOOL,1420 S ALBANY AVE,0,0,0
JOHNSON JAMES W CPC,1504 S ALBANY AVE,0,0,0
JOLLIBEE,116 S MICHIGAN AVE,0,0,0
JONAS ENTERPRISES INC,21 N. KILPATRICK,0,0,0
JONES COLLEGE PREP HIGH SCHOOL,606 S STATE ST,0,0,0
JONES LANG LASALLE,525 W VAN BUREN ST,0,0,0
JONES LANG LASALLE AMERICAS IL LP,111 S WACKER,0,0,0
JONES LANG LASALLE/METLIFE,1 N FRANKLIN,0,0,0
JORDAN AUTOMOTIVE,3689 W GRAND AVE,0,0,0
JORDAN COMMUNITY SCHOOL,7414 N WOLCOTT,0,0,0
JOSE DE DIEGO COMM ACAD,1313 N CLAREMONT,0,0,0
JOSEPH LOVETT SCHOOL-CHI. BD. OF EDUC.,6333 W BLOOMINGDALE,0,0,0
JOSEPH T RYERSON,2558 W 16TH ST,0,0,0
JOSEPH WARREN SCHOOL,9239 S JEFFREY AVE,0,0,0
JOSEPHINE C. LOCKE SCHOOL-CHI. BD. OF ED,2845 N NEWCASTLE ST,0,0,0
JOSIAH L PICKARD SCHOOL,2301 W 21ST PL,0,0,0
JOY CLEANERS,333 W NORTH AVE,0,0,0
JOY RECOVERY TECHNOLOGY CORP./CHI. MRC,507 WEST 35TH STREET,0,0,0
JOYCE FORD,2401 S MICHIGAN AVE,0,0,0
JP MORGAN CHASE,10 S DEARBORN ST,0,0,0
JUAREZ AUTO SALES & REPAIRS,900 N CICERO AVE,0,0,0
JUBILEE OIL CO,4201 N LINCOLN AVE,0,0,0
JUDSEN RUBBER WORKS INC,4107 W KINZIE ST,0,0,0
JUNGMAN SCHOOL-CHGO BD ED,1746 S MILLER,0,0,0
JUUL LABS (P&K RESEARCH),6323 N AVONDALE AVE STE 211,0,0,0
JW AUTO SERVICE,6110 N MILWAUKEE,0,0,0
K & A ENVIRONMENTAL SERVICES,2640 N. LAWNDALE,NA,0,0
K&A MOBILE,3159 W CHICAGO AVE,0,0,0
K&K AUTOBODY REBUILDERS,5826 W 65TH ST,0,0,0
K&M CLEANERS,3223 N BROADWAY,0,0,0
K-5 CONSTRUCTION CORP,O HARE INTERNATIONAL AIRPORT,0,0,0
K-FIVE CONSTRUCTION CO,12401 SOUTH COTTAGE GROVE AVENUE,0,0,0
K-FIVE CONSTRUCTION CORPORATIO,12500 COTTAGE GROVE AVE,12,0,0
KAAN ENGINEERING,1800 W BELLE PLAINE,0,0,0
KAGAN INDUSTRIES,1101 S KILBOURN,0,0,0
KAM ISIAH ISRAEL CONGREGATION,1100 E HYDE PARK BLVD,0,0,0
KAMRAN AUTO EXCHANGE,1425-1433 N PULASKI RD,0,0,0
KANZLER LANDSCAPE CONTRACTOR INC,8500 S STEWART,0,0,0
KAPPA PRODUCTS CORP,1301 EAST 99TH STREET,0,1,1
KAR CARE,5165 S ARCHER,0,0,0
KAR D OLOGY WERKS INC,6201 S OAK PARK AVE,0,0,0
KARAKA LLC,444 WEST LAKE STREET SUITE 1700,NA,0,3
KASHIV BIO SCIENCES LLC,3440 S DEARBORN ST,0,0,0
KATE S KELLOGG SCHOOL,9241 S LEAVITT ST,0,0,0
"KAUFMAN, LAWRENCE MD PHD",2448-2450 N WESTERN AVE,0,0,0
KC PAINTING INC.,4705 W BERENICE AVENUE,NA,1,1
KCBX TERMINALS CO,10400 S BURLEY AVE,0,1,0
KCBX TERMINALS CO,3259 E 100TH ST,12,0,0
KCBX TERMINALS CO,10730 SOUTH BURLEY AVENUE,12,1,0
KEAN BROS LLC 11,2632 W 111TH ST,0,0,0
KEDZIE AUTO BODY,2725 S KEDZIE,0,0,0
KEDZIE AUTO REPAIR & MINI MART - CLARK,5301 S KEDZIE AVE,0,0,0
KEDZIE CLEANERS,4651 N KEDZIE,0,0,0
KELLMAN SCHOOL,751 S SACRAMENTO BLVD,0,0,0
KELLY HIGH SCHOOL,4136 S CALIFORNIA,0,0,0
KELVYN PARK,4438 W WRIGHTWOOD AVE,0,0,0
KEN'S AMOCO,4300 S STATE,0,0,0
KENMORE APARTMENTS,5040 N KENMORE AVE,0,0,0
KENNEDY & KIMBALL SVC INC,3330 N KIMBALL & HENDERSON,0,0,0
KENNEDY KING COLLEGE AUTOMOTIVE TECHNOLOGY,6301 S HALSTED ST,0,0,0
KENNELLY SQUARE CONDOMINIOM,1749 N WELLS ST,0,0,0
KENWOOD ACADEMY,5015 S BLACKSTONE AVE,0,0,0
KERRY AUTOBODY,5435 W 63RD ST,0,0,0
KERSHAW,6450 S LOWE,0,0,0
KEYWELL LLC,11900 S COTTAGE GROVE AVE,0,0,0
KILBOURN PARK,3501 N KILBOURN AVE,0,0,0
KILDARE & 67TH MARATHON,4300 W MARQUETTE,0,0,0
KILMER,6700 N GREENVIEW,0,0,0
KILOBAR COMPACTING CORP,1700 N THROOP ST,0,0,0
KIMBALL AVENUE PARK,1807-1815 N KIMBALL AVE,0,0,0
KIMBERLY CLARK CHICAGO,1155 FULTON MARKET AVE,0,0,0
KINDER MORGAN ARROW,12600 S STONY ISLAND AVE,12,0,0
"KINDER MORGAN LIQUIDS TERMINALS, LLC",12200 SOUTH STONY ISLAND AVENUE,0,2,0
KING 83RD INC,8258 S KING DR,0,0,0
KING BODY SHOP & JEONGS AUTO CENTER,5517 N BROADWAY ST,0,0,0
KINNEY PRINTING,3375 COLUMBUS AVE,0,0,0
KIPP ASCEND ACADEMY,1616 S AVERS AVENUE,NA,1,0
KJS ENTERPRISES DBA NORTHSIDE AUTO REPAIR,1123 CATALPA AVE,0,0,0
KLEMM TANK LINES,1200 W BELMONT AVE,0,0,0
KLOECKNER METALS,13535 SOUTH TORRANCE,0,0,0
KMART 3594,5050 S KEDZIE AVE,0,0,0
KMART 4235,7050 S PULASKI AVE,0,0,0
KMART 9376,5033 N ELSTON AVE,0,0,0
KMLT CHICAGO TERMINAL PARCEL M,12200 S STONY ISLAND AVE,0,0,0
KMS PETRO MART INC,7601 S JEFFERY BLVD,0,0,0
KMX FARMING,"2356 WEST TOUHY AVE, SUITE 1019",NA,3,0
KNIGHT PACKING GROUP INC,4651 W 72ND ST,0,0,0
KOBI TOOLS,4100 N NASHVILLE AVE,0,0,0
KOCH FOODS BERTEAU,4404 BERTEAU AVE,0,1,0
KOCH MINERALS CO,3200 E 102ND ST,0,0,0
KOCOUR CO,4800 S. ST. LOUIS AVENUE,0,0,0
KODAK POLYCHROME GRAPHICS,2301 S LAKE SHORE DR,0,0,0
KOHN SCHOOL-CHGO BD ED,10414 S STATE ST,0,0,0
KOREX CHICAGO LLC,6200 W 51ST ST,0,0,0
KOSCIUSZKO PARK,2732 N AVERS AVE,0,0,0
KOSTNER CITGO,4401 W 55TH ST,0,0,0
KRAFTSMEN KARUAN CORP,3149 N CLYBOURN,0,0,0
KREDABLE AUTO SVC INC,4932 W FULLERTON AVE,0,0,0
KREL LABORATORIES INC,388 AND 383 AND 382 N AVERS AVE,0,0,0
KRISTOPHERS FURNITURE SERVICE,2416 W BARRY,0,0,0
KROGER 567,4821 W NORTH AVE,0,0,0
KRONOS CENTRAL PRODUCTS,3950 S KARLOV AVE,0,0,0
KUREK BROS SVC CENTER INC,3425 W 111TH ST,0,0,0
L & B BUSINESS ENTERPRISES LLC,3001 W BELMONT,0,0,0
L & M CAST STONE INC,3421 W 48TH PL,12,1,0
LA CASA DEL PUEBLO,1810 S BLUE ISLAND,0,0,0
"LA VILLITA CLEANERS & TAILOR SHOP PLANT,",3310 W. 26TH ST.,0,0,0
LA-CAPANNINA-COFFEE/ALACAVANNIA COFFEE,7547 W ADDISON AVE,0,0,0
"LACOUR, VINCENT",1304 W CHESTNUT,0,0,0
LAFOLLETTE PARK,1333 N LARAMIE AVE,0,0,0
LAIDLAW TRANSIT INC,4552 W PATTERSON,0,0,0
LAIDLAW TRANSPORTATION,100 W 91ST ST,0,0,0
LAKE CITY PLATING WORKS,917 W NORTH AVE,0,0,0
LAKE HICKORY RV RESORT-TREATMENT_PLT_WELL #1,954 WEST WASHINGTON BLVD.,3,0,4
LAKE TECH AUTO REPAIR,3821 W LAKE AVE,0,0,0
LAKE TERRACE CONDO ASSN,7337 SOUTH SHORE DR,0,0,0
LAKEFRONT NURSING & REHAB,7618 N SHERIDAN RD,0,0,0
LAKESHORE AUTO PARTS,9070 S CHICAGO AVE,0,0,0
LAKESHORE RECYCLING SYSTEM LLC,3152 S CALIFORNIA AVE,0,0,0
LAKESIDE BANK,2268 MARTIN LUTHER KING DR,0,0,0
LAKESIDE COLLISION INC,10300 INDIANAPOLIS BLVD,0,0,0
LAKESIDE GRAIN TRADING LLC,11700 S. TORRENCE AVENUE,0,0,0
LAKEVIEW HIGH SCHOOL,4015 N ASHLAND AVE,0,0,0
LAKEVIEW PRESBYTERIAN CHURCH,716 W ADDISON ST,0,0,0
LAMINATION SPECIALTIES,315 N OAKLEY,0,1,0
LAND & LAKES CO,2000 E 122ND ST,0,0,1
LAND & LAKES CO,101 E 134TH ST,0,0,0
LAND & LAKES COMPANY,1220 E 138TH ST,0,0,0
LAND AND LAKES CO,2000 EAST 122ND STREET,0,0,0
LANE TECHNICAL HIGH SCHOOL-CHGO BD ED,2501 W ADDISON ST,0,0,0
LANGLEY CITGO - SURRAYA PETROLEUM INC,11101 S LANGLEY AVE,0,0,0
LANGS SVC,8301 S COTTAGE GROVE,0,0,0
LANGSTON HUGHES SCHOOL-CHICAGO BD. OF ED,226 W 104TH ST,0,0,0
LANXESS CORP @ O'HARE AIRPORT ORD 838,838 PATTON DR,0,0,0
LARAMIE MARATHON INC,5201 W DIVISION ST,0,0,0
LARRABEE LLC,ONE RIVER PLACE,0,0,0
LARSON FORGINGS,2645 N KEELER AVE,0,1,0
LAS CASAS OCCUPATIONAL HIGH,8401 S SAGINAW AVE,0,0,0
LASALLE WACKER BLDG,221 NORTH LASALLE STREET,1,0,0
LASTRA AMERICA/WESTERN LITHOTECH,2301 S LAKE SHORE DR,0,0,0
LATHROP HOMES,2000 W DIVERSEY AVE,0,0,0
"LATRONICA & SONS, INC.",7545 SOUTH WESTERN,0,0,0
LAUNDERIA YTINTURERIA,6201 S KEDZIE,0,0,0
LAVERGNE COURT APARTMENTS,4940 W QUINCY ST,0,0,0
LAWNDALE CITGO,3645 W 79TH ST,0,0,0
LAWNDALE COMMUNITY ACADEMY,3500 W DOUGLAS BLVD,0,0,0
LAWNDALE FORGING & TOOL WORKS,2141 S SPAULDING AVE,0,0,0
LAWNDALE GARDENS,2501 S CALIFORNIA AVE,0,0,0
LAWNDALE H&A BOND LP,1455 S KEDVALE AVE,0,0,0
LAWNDALE TERRACE,3158-3359 W ROOSEVELT RD,0,0,0
LAWRENCE & KENNEDY BP,5035 W LAWRENCE,0,0,0
LAWRENCE MINIMART & GAS AKA CITGO,4251 W LAWRENCE,0,0,0
LAWSON HOUSE APARTMENTS,30 W CHICAGO AVE,0,0,0
LAYSTROM MANUFACTURING CO.,3900 WEST PALMER STREET,0,1,0
LAZARE PRINTING,709 W WRIGHTWOOD,0,0,0
LEARN CHARTER SCHOOL 7-8,3021 W CARROLL ST,NA,1,0
LEAVITT TUBE CO,1717 W 115TH ST,0,0,0
LECLAIRE COURTS,4900 S LAPORTE,0,0,0
LEE AUTO BODY,4212 N LINCOLN AVE,0,0,0
LEE CLARK AUTO BODY,4906 N CLARK ST,0,0,0
LEE'S DH CLEANERS,7857 SOUTH YATES AVENUE,0,0,0
LEES FOREIGN CAR SERVICE INC,727 S JEFFERSON ST,0,0,0
LEGAL PREP CHARTER ACADEMY,4319 W WASHINGTON BLVD,0,0,0
"LEITELT BROTHERS FOUNDRY, INC",7721 S CHICAGO AVE,0,0,0
LELAND ELEM SCHOOL,5221 W CONGRESS PY,0,0,0
LENART ELEMENTARY SCHOOL,8101 S LASALLE ST,0,0,0
LEONS AUTO SALES,3632  36 NORTH CICERO,0,0,0
LEONS AUTOMOTIVE & SALES INC,4912 W FULLERTON,0,0,0
LEOS BODY SHOP,5971 N RIDGE AVE,0,0,0
LESLIE LEWIS SCHOOL,1431 N LEAMINGTON AVE,0,0,0
LEVEL 3 COMMUNICATIONS,900 N KINGSBURY ST,0,0,0
LEVEL 3 COMMUNICATIONS,101 N WACKER DR,0,0,0
LEVEL 3 COMMUNICATIONS,"111 N. CANAL STREET,  SUITE 20",0,0,0
LEWIS PLASTICS CO INC,4257 WEST DRUMMOND PLACE,0,0,0
LIBBY SCHOOL,5300 S LOOMIS,0,0,0
LIBERTY MART,215 W 31ST,NA,2,0
LIMS CLEANERS,2416 W 69TH ST,0,0,0
LINARES LAUNDRY,3844 WEST 26TH STREET FLOOR 1,0,0,0
LINCOLN ABRAHAM ELEMENTARY,615 W KEMPER PLACE,0,0,0
LINCOLN MACHINERY SALES CORP,1804 S KILBOURN AVE,0,0,0
LINCOLN PARK BOAT CLUB,2241 N CANNON DR,0,0,0
LINCOLN PARK CONSERVATORY,2200 N CANNON DR,0,0,0
LINCOLN PARK CULTURAL CENTER,2045 N LINCOLN PARK WEST,0,0,0
LINCOLN PARK HIGH SCHOOL,2001 N ORCHARD ST,0,0,0
LINCOLN PARK SOUTH FIELDHOUSE,1732 N STOCKTON DR,0,0,0
LINCOLN PARK ZOO,2001 N CLARK ST,0,0,0
LINCOLN WILSON COLLISION CENTER,5628 N WESTERN AVE,0,0,0
LINCOLN YARDS SOUTH - PACKAGE A-2/A-3 & B-2,1685 N. THROOP STREET,0,0,0
LINDAHL BROTHERS INC,3301 S CALIFORNIA,0,0,0
LINDSAY LIGHT II,316 EAST ILLINOIS,NA,0,2
LINKEDIN CHICAGO,525 W MONROE STE 200,0,0,0
LINVATEC,5645 NO RAVENSWOOD AVE,0,0,0
LIQUID ENVIRONMENTAL SOLUTIONS ILLINOIS (LESCHI),12123 STONEY ISLAND AVE,0,0,0
LITTLE VILLAGE LAWNDALE HS,3120 S KOSTNER AVE,0,0,0
LLOYD SCHOOL-CHGO BD ED,2103 N LAMON AVE,0,0,0
LOCAL UNION 597 CHICAGO PIPE F,45 NORTH OGDEN AVE,0,0,0
LOEWENTHAL METALS CORP.,947 W. CULLERTON ST,0,0,0
LOGAN AUTO REBUILDER AND TOWING,1035 W 111TH ST,0,0,0
LOGAN SQUARE ALUMINUM,2500 N. PULASKI ROAD,NA,0,2
LOGANDALE MIDDLE SCHOOL,3212 W GEORGE ST,0,0,0
LONDON HOUSE,360 N MICHIGAN AVE,0,0,0
"LONG CO, THE",300 W WASHINGTON ST,0,0,0
LONG GROVE COMMUNITY CLEANERS,1146 W 63RD ST,0,0,0
LONGWOOD CLEANERS,11102 S LONGWOOD,0,0,0
LOOMIS TRUCK REPAIR,2200 S LOOMIS,0,0,0
LOOP PAPER RECYCLING,2401 S LAFLIN ST,0,0,0
LOOP TRANSFER-64TH ST,16 W 64TH ST,0,0,0
LOREL AVE FOODMART INC,5335 W CHICAGO AVE,0,0,0
LORETTO HOSPITAL,645 S. CENTRAL AVENUE,0,0,0
LOUIS A  WEISS MEMORIAL HOSPITAL,4646 N MARINE DR,0,0,0
LOUIS DREYFUS PROPERTY GROUP,444 N MICHIGAN AVE,0,0,0
LOUS AUTO MAINTENANCE & REPAIR,2641 W 71ST ST,0,1,0
"LOWE'S OF CHICAGO (79TH & CICERO), IL #2304",7971 S CICERO,0,0,0
"LOWE'S OF CHICAGO (83RD & STEWART), IL #2301",8411 S HOLLAND RD,0,0,0
"LOWE'S OF CHICAGO, IL (WICKER PARK) #3284",1360 ASHLAND AVE N,0,0,0
LOWES 1845,2630 N NARRAGANSETT AVE,0,0,0
LOYOLA PARK,1230 W GREENLEAF,0,0,0
LOYOLA UNIVERSITY ARRUPE HOUSE,1030 W LOYOLA AVE,0,0,0
LOYOLA UNIVERSITY CHICAGO,6349 N KENMORE AVE,0,0,0
LOYOLA UNIVERSITY CHICAGO,6525 NORTH SHERIDAN ROAD,0,1,0
LOYOLA UNIVERSITY CHICAGO,6339 N BROADWAY,0,0,0
LOYOLA UNIVERSITY CHICAGO,6347 N BROADWAY ST,0,0,0
LOYOLA UNIVERSITY CHICAGO CUDAHY SCIENCE HALL,6460 N KENMORE AVE,0,0,0
LOZANO SCHOOL,1424 N CLEAVER ST,0,0,0
LUCID GOOSE ISLAND SERVICE CTR,1350 N CHERRY AVE,0,0,0
LUEY AUTO REPAIR INC,4550 W 63RD,0,0,0
LUIS AUTO REPAIR,1031 W ADDISON,0,0,0
LUKE O TOOLE SCHOOL,6550 S SEELEY AVE,0,0,0
LURIE CHILDRENS OUTPATIENT SVCS,2515 N CLARK,0,0,0
LUSTER PROD INC,1104 W. 43RD ST.,0,1,0
LUTHER BURBANK SCHOOL,2035 N MOBILE,0,0,0
LUUS AUTO BODY INC,1125 W FOSTER,0,0,0
"LUXURY IMPORTS OF CHICAGO, INC",949 ELSTON,0,0,0
LXR BIOTECH,12158 S STONY ISLAND,0,0,0
LYFT CENTER INC,1020 N ELSTON AVE,0,0,0
LYON & HEALY HARPS INC,1423 W LAKE,0,0,0
LYON ELEMENTARY SCHOOL-CHGO BD ED,2941 N MCVICKER,0,0,0
