LocationName,Measure,Data_Value,Geolocation
17031804315,COPD,4.6,POINT (-88.188183 42.0200711)
17031813000,Current Asthma,9.6,POINT (-87.7806602 41.8763621)
17031820202,COPD,7.6,POINT (-87.8507159 41.7778184)
17031812200,COPD,4,POINT (-87.7946857 41.9054055)
17031222200,COPD,1.8,POINT (-87.6838262 41.9159095)
17031320101,COPD,3.4,POINT (-87.617059 41.8850259)
17031820502,COPD,7.6,POINT (-87.804806 41.7538582)
17031802100,Current Asthma,9.5,POINT (-87.8115442 42.0722616)
17031770800,COPD,5.9,POINT (-87.8664226 41.9633197)
17031804305,COPD,6.1,POINT (-88.1603535 42.0376728)
17031720400,COPD,5.8,POINT (-87.6866686 41.7099918)
17031770901,Current Asthma,9.6,POINT (-87.8168604 41.970556)
17031803604,COPD,6.3,POINT (-88.0409769 42.1298817)
17031801601,Current Asthma,8.5,POINT (-87.863023 42.1452894)
17031300900,COPD,6.2,POINT (-87.7026993 41.8481796)
17031310200,Current Asthma,8.6,POINT (-87.6442091 41.85631)
17031560100,Current Asthma,8.7,POINT (-87.741591 41.8156765)
17031210501,COPD,5.2,POINT (-87.7223301 41.9374013)
17031231200,Current Asthma,11.7,POINT (-87.7213153 41.8990614)
17031813900,Current Asthma,9.1,POINT (-87.768491 41.846501)
17031803701,COPD,5.1,POINT (-88.0525589 42.1190705)
17031823200,Current Asthma,10,POINT (-87.7557003 41.6772853)
17031806002,Current Asthma,8.8,POINT (-87.8666022 42.04826)
17031760803,COPD,5.3,POINT (-87.8441356 41.9753408)
17031500100,Current Asthma,12.4,POINT (-87.5950287 41.714684)
17031431302,COPD,10.3,POINT (-87.5627859 41.7583855)
17031812802,COPD,3.9,POINT (-87.7971767 41.883289)
17031815000,Current Asthma,9.4,POINT (-87.7830143 41.8562543)
17031804610,COPD,5.7,POINT (-88.0510406 42.0240925)
17031802900,COPD,4.6,POINT (-87.9690169 42.0971614)
17031815701,Current Asthma,9.2,POINT (-87.8110754 41.8367113)
17031803615,Current Asthma,8.8,POINT (-88.0784266 42.1312692)
17031804715,Current Asthma,8.9,POINT (-88.0977017 42.0450231)
17031807600,Current Asthma,8.5,POINT (-87.7224577 42.0214424)
17031820605,Current Asthma,11.7,POINT (-87.8309652 41.7384267)
17031803608,COPD,5.4,POINT (-88.0735467 42.1440733)
17031620300,COPD,4.6,POINT (-87.7304438 41.7895025)
17031283100,Current Asthma,9.7,POINT (-87.664092 41.8692741)
17031816800,COPD,6.7,POINT (-87.9119067 41.8914374)
17031803605,COPD,5.2,POINT (-88.0248514 42.1280433)
17031730201,Current Asthma,12.8,POINT (-87.6579016 41.7268625)
17031804104,Current Asthma,8.4,POINT (-88.109166 42.1047153)
17031813500,Current Asthma,8.9,POINT (-87.7757697 41.8581606)
17031711100,Current Asthma,12.5,POINT (-87.6583002 41.7395016)
17031811900,COPD,3.8,POINT (-87.8189279 41.9008459)
17031804314,COPD,5.6,POINT (-88.2040103 42.0377093)
17031819600,COPD,3.9,POINT (-87.8684177 41.8051233)
17031804706,COPD,5,POINT (-88.1067312 42.0550449)
17031822101,Current Asthma,10,POINT (-87.7456175 41.7241572)
17031806004,Current Asthma,8.9,POINT (-87.8358213 42.0472521)
17031630900,COPD,4,POINT (-87.7083655 41.7898114)
17031250800,COPD,8,POINT (-87.7514741 41.9061855)
17031691000,COPD,7.9,POINT (-87.6200151 41.7619654)
17031640800,COPD,5.5,POINT (-87.7397422 41.7748241)
17031430700,COPD,6.8,POINT (-87.5608903 41.7652716)
17031670900,Current Asthma,12.1,POINT (-87.657022 41.7832124)
17031630800,COPD,4.9,POINT (-87.6985725 41.7899652)
17031804508,Current Asthma,9.8,POINT (-88.1800998 42.0073192)
17031808001,COPD,4.7,POINT (-87.7354065 42.0070209)
17031807400,Current Asthma,9.1,POINT (-87.7398439 42.0281935)
17031806502,Current Asthma,9.3,POINT (-87.8782773 42.0165164)
17031809900,Current Asthma,9.1,POINT (-87.6752631 42.0376185)
17031803603,Current Asthma,8.5,POINT (-88.0953704 42.1203621)
17031805105,COPD,5,POINT (-88.0130994 42.0583574)
17031720100,COPD,5.2,POINT (-87.6747355 41.7276164)
17031804404,Current Asthma,9.2,POINT (-88.2441212 42.0422885)
17031819700,COPD,3.4,POINT (-87.8808243 41.8090439)
17031821600,Current Asthma,10.8,POINT (-87.6993289 41.7300221)
17031570300,Current Asthma,8.6,POINT (-87.7307909 41.8041449)
17031822602,COPD,7.7,POINT (-87.7532159 41.6991418)
17031819000,COPD,4.2,POINT (-87.8950412 41.8259449)
17031804405,COPD,5.3,POINT (-88.2429903 42.034768)
17031810100,Current Asthma,9.4,POINT (-87.6846291 42.030206)
17031804804,Current Asthma,9.3,POINT (-88.1267398 41.9968749)
17031804611,Current Asthma,9.2,POINT (-88.0677831 42.0188278)
17031271400,Current Asthma,13.3,POINT (-87.7133314 41.8772429)
17031460500,Current Asthma,12.2,POINT (-87.5726041 41.7468819)
17031222900,COPD,2.9,POINT (-87.7200744 41.9155644)
17031260900,COPD,12,POINT (-87.7228141 41.8710297)
17031430102,Current Asthma,13,POINT (-87.5638143 41.7689528)
17031730100,COPD,7.7,POINT (-87.6384256 41.7251952)
17031720100,Current Asthma,10.1,POINT (-87.6747355 41.7276164)
17031804709,COPD,5.9,POINT (-88.087406 42.0374913)
17031803607,COPD,4.9,POINT (-88.0155401 42.1185514)
17031430500,COPD,9.1,POINT (-87.58127 41.7643139)
17031270500,COPD,15.7,POINT (-87.7177932 41.8762402)
17031210700,Current Asthma,8.6,POINT (-87.7038401 41.9357029)
17031820203,Current Asthma,9.4,POINT (-87.9022772 41.7344487)
17031804901,COPD,4.9,POINT (-87.9322202 42.0594171)
17031816900,Current Asthma,10.8,POINT (-87.8906599 41.8867815)
17031814000,COPD,5.2,POINT (-87.7754192 41.8453738)
17031804705,COPD,5.7,POINT (-88.1136271 42.0594346)
17031804406,COPD,6.9,POINT (-88.2561802 42.0174771)
17031580400,Current Asthma,8.7,POINT (-87.7091845 41.8152753)
17031190800,COPD,5.1,POINT (-87.7513624 41.9278186)
17031480100,Current Asthma,12.1,POINT (-87.5757292 41.735241)
17031240300,COPD,2.2,POINT (-87.6750677 41.9123693)
17031822000,COPD,7.3,POINT (-87.7311338 41.7312484)
17031750400,Current Asthma,10.3,POINT (-87.685071 41.6856566)
17031818900,Current Asthma,9.5,POINT (-87.8668626 41.8275855)
17031804106,COPD,4.2,POINT (-88.0500926 42.0879204)
17031812600,Current Asthma,10.2,POINT (-87.7796661 41.8835487)
17031804810,COPD,5.2,POINT (-88.0829772 42.0161512)
17031803015,COPD,6,POINT (-87.9496249 42.1164128)
17031810502,Current Asthma,10,POINT (-87.8104592 41.9595847)
17031814800,COPD,4.7,POINT (-87.7983382 41.8494406)
17031310600,COPD,3.5,POINT (-87.6595637 41.856333)
17031816401,Current Asthma,9.1,POINT (-87.8603346 41.8955765)
17031804509,COPD,6.6,POINT (-88.1651208 42.0044138)
17031770202,Current Asthma,10,POINT (-88.0219089 42.0286697)
17031808400,COPD,5.4,POINT (-87.7938583 42.048738)
17031817300,Current Asthma,10.8,POINT (-87.8478481 41.8840812)
17031800100,COPD,3.8,POINT (-87.7477294 42.1339745)
17031805001,COPD,5.4,POINT (-87.9512516 42.0564377)
17031804607,COPD,5.2,POINT (-88.0520065 41.997336)
17031808100,Current Asthma,9.2,POINT (-87.7900018 42.0113034)
17031570200,Current Asthma,8.2,POINT (-87.7307183 41.8143799)
17031681100,COPD,10.6,POINT (-87.6493595 41.7687665)
17031803010,Current Asthma,9.1,POINT (-87.979999 42.1512524)
17031230800,Current Asthma,9,POINT (-87.714953 41.9058396)
17031351000,COPD,4.1,POINT (-87.6065282 41.8355675)
17031801603,Current Asthma,8.7,POINT (-87.8770893 42.087117)
17031805902,COPD,5.3,POINT (-87.8472073 42.0329109)
17031740300,COPD,4.5,POINT (-87.7107233 41.6950694)
17031805702,Current Asthma,9,POINT (-87.84683 41.9920564)
17031750300,Current Asthma,9.7,POINT (-87.6861726 41.6953911)
17031740400,COPD,5.3,POINT (-87.7193158 41.6872391)
17031814800,Current Asthma,9.2,POINT (-87.7983382 41.8494406)
17031301701,Current Asthma,8.7,POINT (-87.7196254 41.8424805)
17031281900,COPD,1.6,POINT (-87.6429236 41.8786346)
17031816200,Current Asthma,9.1,POINT (-87.840829 41.9036197)
17031802608,Current Asthma,9.3,POINT (-87.9488888 42.1009482)
17031804807,Current Asthma,9.5,POINT (-88.1199897 42.0103801)
17031814100,COPD,5.1,POINT (-87.7630429 41.8422803)
17031817400,COPD,5.1,POINT (-87.838256 41.8930003)
17031815500,COPD,5,POINT (-87.7877679 41.8251471)
17031770500,Current Asthma,9.5,POINT (-87.9447433 42.0080063)
17031242400,COPD,2.5,POINT (-87.68449 41.8994219)
17031822701,Current Asthma,9.8,POINT (-87.730327 41.7123761)
17031804405,Current Asthma,9.5,POINT (-88.2429903 42.034768)
17031803016,Current Asthma,7.8,POINT (-87.986523 42.1208172)
17031806103,COPD,5.5,POINT (-87.9118137 42.0588334)
17031800200,COPD,3.7,POINT (-87.7711018 42.1344071)
17031822900,COPD,6.3,POINT (-87.7947697 41.7276936)
17031820901,Current Asthma,9.8,POINT (-87.7745229 41.7628985)
17031820204,COPD,6.2,POINT (-87.8917122 41.7594817)
17031815200,Current Asthma,9.1,POINT (-87.7840493 41.8383064)
17031805111,COPD,5.5,POINT (-87.9438078 42.035507)
17031230600,COPD,7.8,POINT (-87.7339986 41.906155)
17031810701,Current Asthma,9.7,POINT (-87.811475 41.9309116)
17031808002,COPD,5.5,POINT (-87.7194386 42.0050636)
17031460302,Current Asthma,12.8,POINT (-87.5573879 41.747084)
17031820204,Current Asthma,9.2,POINT (-87.8917122 41.7594817)
17031802300,Current Asthma,8.5,POINT (-87.8242139 42.0904797)
17031230400,Current Asthma,9,POINT (-87.7215519 41.9118202)
17031561100,COPD,4.8,POINT (-87.7719099 41.7888698)
17031411000,COPD,4.8,POINT (-87.577462 41.7872267)
17031242600,COPD,3.8,POINT (-87.694197 41.90056)
17031813200,Current Asthma,9.7,POINT (-87.7969689 41.8690617)
17031806201,COPD,5.2,POINT (-87.8897882 42.0454459)
17031821300,COPD,6.4,POINT (-87.6674619 41.6551198)
17031817500,Current Asthma,11.6,POINT (-87.8358233 41.880293)
17031802504,COPD,6.3,POINT (-87.9370604 42.1343263)
17031820300,Current Asthma,9.5,POINT (-87.8068826 41.7923913)
17031809200,Current Asthma,11.4,POINT (-87.6992705 42.0525535)
17031819300,COPD,5.8,POINT (-87.8501198 41.8174473)
17031351500,Current Asthma,12.5,POINT (-87.6277309 41.8272402)
17031711400,COPD,6.9,POINT (-87.6521168 41.7336614)
17031802610,COPD,5.1,POINT (-87.8954887 42.0976999)
17031430800,Current Asthma,12.4,POINT (-87.5712983 41.76075)
17031808301,Current Asthma,8.7,POINT (-87.7851412 42.0333408)
17031813100,Current Asthma,10,POINT (-87.7816188 41.8690097)
17031801603,COPD,6.1,POINT (-87.8770893 42.087117)
17031220300,COPD,2.5,POINT (-87.6950863 41.9284647)
17031805501,Current Asthma,9,POINT (-87.8378985 42.0196065)
17031823400,COPD,6.7,POINT (-87.6965048 41.6651703)
17031805002,COPD,6.3,POINT (-87.9507693 42.0423539)
17031804806,COPD,5,POINT (-88.1363775 42.0086881)
17031804309,Current Asthma,9.2,POINT (-88.1575723 42.0125737)
17031802702,Current Asthma,8.8,POINT (-87.9076154 42.0742533)
17031802701,Current Asthma,8.9,POINT (-87.9166479 42.0843917)
17031804511,Current Asthma,8.6,POINT (-88.1522087 41.9922655)
17031820103,Current Asthma,9.6,POINT (-87.8661978 41.7899375)
17031805202,Current Asthma,8.8,POINT (-87.8147419 42.0596527)
17031815702,COPD,4.3,POINT (-87.8169399 41.8283595)
17031804309,COPD,5.6,POINT (-88.1575723 42.0125737)
17031813801,COPD,5.4,POINT (-87.7434594 41.8503452)
17031580700,Current Asthma,9,POINT (-87.6868459 41.8174935)
17031510300,COPD,11.6,POINT (-87.5749771 41.7157373)
17031817600,Current Asthma,12.7,POINT (-87.8384434 41.8700996)
17031801605,COPD,4.9,POINT (-87.8632115 42.1291981)
17031803007,Current Asthma,9.6,POINT (-87.9706739 42.1317433)
17031822400,COPD,9,POINT (-87.7884717 41.7229415)
17031191302,Current Asthma,9.3,POINT (-87.7705334 41.9202289)
17031280800,Current Asthma,13.3,POINT (-87.6889009 41.8785967)
17031410200,Current Asthma,9.8,POINT (-87.5942651 41.8016709)
17031561000,Current Asthma,9.4,POINT (-87.7915033 41.7885022)
17031530501,COPD,12.2,POINT (-87.632166 41.674278)
17031801601,COPD,5.2,POINT (-87.863023 42.1452894)
17031814700,COPD,4.6,POINT (-87.7976272 41.8614519)
17031821102,Current Asthma,9.4,POINT (-87.7492511 41.7429218)
17031804803,Current Asthma,9.2,POINT (-88.0888747 41.9998125)
17031804713,COPD,2.8,POINT (-88.0899484 42.0535227)
17031671100,Current Asthma,13.9,POINT (-87.6617159 41.7767771)
17031802100,COPD,4.8,POINT (-87.8115442 42.0722616)
17031815600,Current Asthma,9.6,POINT (-87.8240397 41.8449684)
17031813400,COPD,5.2,POINT (-87.7666419 41.8609814)
17031806005,Current Asthma,8.4,POINT (-87.8506827 42.0435347)
17031805105,Current Asthma,9.1,POINT (-88.0130994 42.0583574)
17031812302,Current Asthma,9.4,POINT (-87.8015407 41.8967468)
17031810100,COPD,3.5,POINT (-87.6846291 42.030206)
17031804902,COPD,5.1,POINT (-87.9309674 42.0446148)
17031822601,COPD,6.4,POINT (-87.7538136 41.7089633)
17031805108,Current Asthma,8.8,POINT (-87.9665233 42.0438468)
17031390300,COPD,9.2,POINT (-87.6042089 41.8132006)
17031805107,Current Asthma,9,POINT (-87.9805229 42.0414143)
17031815100,Current Asthma,9.1,POINT (-87.7855812 41.8475102)
17031805202,COPD,4.6,POINT (-87.8147419 42.0596527)
17031810000,COPD,3.6,POINT (-87.6693055 42.0247367)
17031814400,COPD,5.1,POINT (-87.7635474 41.827686)
17031815100,COPD,4.8,POINT (-87.7855812 41.8475102)
17031808302,COPD,5.3,POINT (-87.7667893 42.0322813)
17031250700,COPD,10.5,POINT (-87.7608128 41.9058206)
17031220602,COPD,2.8,POINT (-87.712086 41.929396)
17031490800,Current Asthma,12.7,POINT (-87.6153469 41.7106902)
17031804316,COPD,4.9,POINT (-88.2006618 42.0262543)
17031807500,Current Asthma,8.6,POINT (-87.728138 42.0279578)
17031804404,COPD,5.4,POINT (-88.2441212 42.0422885)
17031804202,COPD,4.3,POINT (-88.1308489 42.1014508)
17031804609,COPD,3.6,POINT (-88.0446067 42.0315791)
17031806001,COPD,6,POINT (-87.8491466 42.06036)
17031570400,COPD,5,POINT (-87.7191305 41.8049921)
17031200300,Current Asthma,8.7,POINT (-87.7341264 41.9234806)
17031560300,Current Asthma,8.9,POINT (-87.747987 41.8039075)
17031351100,COPD,11.3,POINT (-87.6141894 41.827754)
17031261000,Current Asthma,13.7,POINT (-87.7320094 41.8713379)
17031816000,COPD,4.2,POINT (-87.8163473 41.8763759)
17031803015,Current Asthma,9.3,POINT (-87.9496249 42.1164128)
17031802003,COPD,4.7,POINT (-87.8456411 42.0795988)
17031816000,Current Asthma,9.9,POINT (-87.8163473 41.8763759)
17031811900,Current Asthma,9.3,POINT (-87.8189279 41.9008459)
17031822500,COPD,6.2,POINT (-87.7582831 41.7178739)
17031815300,Current Asthma,8.8,POINT (-87.7953526 41.8393764)
17031806104,COPD,7.6,POINT (-87.8784621 42.0606132)
17031807700,COPD,8,POINT (-87.7542195 42.0207639)
17031210601,Current Asthma,9.1,POINT (-87.712214 41.9376356)
17031190602,COPD,4.5,POINT (-87.7707371 41.9275604)
17031803300,Current Asthma,9.5,POINT (-87.9894768 42.0850701)
17031800500,Current Asthma,9.2,POINT (-87.7407481 42.1002317)
17031730600,Current Asthma,11.8,POINT (-87.6504857 41.7106003)
17031671600,COPD,9.8,POINT (-87.6615113 41.7694999)
17031251800,COPD,11.1,POINT (-87.7478885 41.8841436)
17031271200,COPD,8.9,POINT (-87.7035621 41.8773597)
17031740400,Current Asthma,10.3,POINT (-87.7193158 41.6872391)
17031804701,COPD,5.1,POINT (-88.1606437 42.0516883)
17031806001,Current Asthma,8.8,POINT (-87.8491466 42.06036)
17031809600,COPD,4.7,POINT (-87.6999044 42.0447451)
17031812000,COPD,4.4,POINT (-87.8201224 41.8875807)
17031806802,COPD,5.7,POINT (-87.7397696 42.0443774)
17031821700,Current Asthma,10.2,POINT (-87.7153549 41.7211743)
17031801702,COPD,3.9,POINT (-87.8281456 42.1252389)
17031460400,Current Asthma,12.6,POINT (-87.5636922 41.7444903)
17031240700,Current Asthma,9,POINT (-87.6945986 41.9120878)
17031813701,Current Asthma,8.8,POINT (-87.7541951 41.8548833)
17031805402,COPD,5.3,POINT (-87.8113312 42.0297739)
17031823001,Current Asthma,10.4,POINT (-87.7841873 41.7069648)
17031806104,Current Asthma,9.7,POINT (-87.8784621 42.0606132)
17031806202,Current Asthma,9.9,POINT (-87.8888917 42.03761)
17031801902,COPD,4.5,POINT (-87.7833677 42.0865354)
17031803613,COPD,4.9,POINT (-88.0135006 42.1403097)
17031801902,Current Asthma,9.2,POINT (-87.7833677 42.0865354)
17031671900,Current Asthma,12.1,POINT (-87.6612802 41.7613256)
17031816700,Current Asthma,9.4,POINT (-87.8963779 41.9045705)
17031808200,Current Asthma,9.4,POINT (-87.7973221 42.02642)
17031611200,Current Asthma,9.9,POINT (-87.6624414 41.8049939)
17031250600,COPD,7.7,POINT (-87.7706303 41.9056935)
17031380600,Current Asthma,13.4,POINT (-87.6229356 41.820151)
17031220602,Current Asthma,9.3,POINT (-87.712086 41.929396)
17031260800,Current Asthma,14.2,POINT (-87.7230964 41.8770848)
17031241100,Current Asthma,9.5,POINT (-87.6895801 41.9066403)
17031350400,COPD,11.3,POINT (-87.6283695 41.8419291)
17031804509,Current Asthma,9.6,POINT (-88.1651208 42.0044138)
17031808200,COPD,6.9,POINT (-87.7973221 42.02642)
17031809100,Current Asthma,9.5,POINT (-87.7043588 42.059352)
17031813702,COPD,3.8,POINT (-87.7465073 41.8551811)
17031811600,Current Asthma,9.7,POINT (-87.8722007 41.9511884)
17031805801,COPD,5.7,POINT (-87.8631205 42.01838)
17031730700,COPD,6.7,POINT (-87.6500793 41.7030817)
17031814600,COPD,4.5,POINT (-87.7850665 41.8616508)
17031760801,COPD,4.3,POINT (-87.8448495 41.9834867)
17031711000,COPD,9.5,POINT (-87.6485811 41.7396436)
17031809900,COPD,3.6,POINT (-87.6752631 42.0376185)
17031381200,Current Asthma,12.6,POINT (-87.6139992 41.8085114)
17031804711,Current Asthma,8.8,POINT (-88.1397559 42.0353003)
17031711500,Current Asthma,13.4,POINT (-87.6386888 41.7324402)
17031821300,Current Asthma,10.6,POINT (-87.6674619 41.6551198)
17031812200,Current Asthma,9.3,POINT (-87.7946857 41.9054055)
17031821500,Current Asthma,13.9,POINT (-87.6360769 41.6505617)
17031711200,COPD,9,POINT (-87.6698252 41.7405561)
17031802503,COPD,5.5,POINT (-87.9537744 42.1316179)
17031806201,Current Asthma,9.1,POINT (-87.8897882 42.0454459)
17031612200,COPD,7.8,POINT (-87.6527194 41.8048761)
17031460100,COPD,7.9,POINT (-87.5367253 41.7478345)
17031243200,Current Asthma,8.9,POINT (-87.6696238 41.8924327)
17031260900,Current Asthma,14.2,POINT (-87.7228141 41.8710297)
17031804512,Current Asthma,8.7,POINT (-88.2211419 42.0200467)
17031803400,COPD,4.4,POINT (-87.9711873 42.0745454)
17031720500,Current Asthma,9.6,POINT (-87.6891011 41.7028353)
17031810400,Current Asthma,9.5,POINT (-87.8294387 41.9875737)
17031804312,Current Asthma,7.9,POINT (-88.2008038 42.0542353)
17031530503,COPD,7.3,POINT (-87.6375356 41.6642039)
17031803608,Current Asthma,9.6,POINT (-88.0735467 42.1440733)
17031810301,Current Asthma,9.8,POINT (-87.7016081 42.0253099)
17031804312,COPD,3.5,POINT (-88.2008038 42.0542353)
17031813600,COPD,4.3,POINT (-87.7648564 41.8540563)
17031770902,Current Asthma,9.9,POINT (-87.8361806 41.9700602)
17031803612,COPD,5.6,POINT (-88.0087908 42.1498523)
17031820502,Current Asthma,10,POINT (-87.804806 41.7538582)
17031420700,COPD,12.2,POINT (-87.6106933 41.7766914)
17031230200,COPD,3.2,POINT (-87.7100844 41.9118688)
17031814200,Current Asthma,8.6,POINT (-87.7456153 41.8356494)
17031803005,Current Asthma,9.1,POINT (-87.9920463 42.1322418)
17031804902,Current Asthma,8.9,POINT (-87.9309674 42.0446148)
17031802607,Current Asthma,9.4,POINT (-87.933148 42.0979804)
17031809700,COPD,4.6,POINT (-87.6999151 42.0374659)
17031803614,Current Asthma,9.7,POINT (-88.0112153 42.1363338)
17031818401,Current Asthma,10.5,POINT (-87.9031251 41.8614167)
17031812700,COPD,4.3,POINT (-87.7894754 41.8833934)
17031818500,COPD,6.2,POINT (-87.8984346 41.8407439)
17031822102,COPD,6.2,POINT (-87.7315013 41.721552)
17031660400,COPD,5.5,POINT (-87.7080441 41.7825321)
17031390500,Current Asthma,10.6,POINT (-87.5991987 41.8059781)
17031809500,COPD,3.8,POINT (-87.6877279 42.0464554)
17031802607,COPD,5.2,POINT (-87.933148 42.0979804)
17031806802,Current Asthma,9,POINT (-87.7397696 42.0443774)
17031800500,COPD,4,POINT (-87.7407481 42.1002317)
17031804713,Current Asthma,8.1,POINT (-88.0899484 42.0535227)
17031480300,COPD,7.8,POINT (-87.5879725 41.729194)
17031823302,Current Asthma,10.9,POINT (-87.7233375 41.660773)
17031801300,Current Asthma,9.1,POINT (-87.6970402 42.0741035)
17031807000,COPD,6.6,POINT (-87.75554 42.0444492)
17031820902,COPD,7.1,POINT (-87.7530181 41.7539907)
17031817200,COPD,8.6,POINT (-87.8545258 41.8830061)
17031821900,Current Asthma,10.1,POINT (-87.6969816 41.7122395)
17031822801,COPD,4.5,POINT (-87.7382048 41.6954003)
17031803616,COPD,5.6,POINT (-88.0603591 42.130644)
17031300900,Current Asthma,9.2,POINT (-87.7026993 41.8481796)
17031301702,Current Asthma,9.3,POINT (-87.7195244 41.8388062)
17031805201,COPD,6.8,POINT (-87.8307449 42.0608624)
17031819400,COPD,5,POINT (-87.8498739 41.8100292)
17031805702,COPD,4,POINT (-87.84683 41.9920564)
17031801400,Current Asthma,8.5,POINT (-87.7656006 42.0711418)
17031811000,COPD,5.9,POINT (-87.8197163 41.915668)
17031730600,COPD,5.9,POINT (-87.6504857 41.7106003)
17031350100,Current Asthma,8.9,POINT (-87.6079492 41.840259)
17031810600,Current Asthma,9.5,POINT (-87.7961002 41.9642246)
17031822702,COPD,5.9,POINT (-87.7305797 41.7056906)
17031611600,Current Asthma,10.8,POINT (-87.676898 41.7976329)
17031681000,COPD,11.9,POINT (-87.6495479 41.7760398)
17031440900,Current Asthma,12.5,POINT (-87.6090057 41.728669)
17031381800,Current Asthma,12,POINT (-87.6211978 41.8038481)
17031490200,COPD,6.5,POINT (-87.6168742 41.7249095)
17031411200,COPD,3.6,POINT (-87.5940171 41.7905618)
17031260200,COPD,9.1,POINT (-87.7282302 41.8843243)
17031803017,Current Asthma,9.1,POINT (-87.9982585 42.1191707)
17031816700,COPD,6.3,POINT (-87.8963779 41.9045705)
17031804809,COPD,5,POINT (-88.1012621 42.0110786)
17031802004,COPD,6.8,POINT (-87.8537258 42.0693032)
17031803607,Current Asthma,9.5,POINT (-88.0155401 42.1185514)
17031770602,Current Asthma,9.1,POINT (-87.9074973 42.011911)
17031808301,COPD,6.6,POINT (-87.7851412 42.0333408)
17031806501,Current Asthma,8.8,POINT (-87.891065 42.0157961)
17031221600,Current Asthma,9,POINT (-87.6850971 41.9212478)
17031310500,COPD,4.5,POINT (-87.65474 41.855248)
17031810701,COPD,6,POINT (-87.811475 41.9309116)
17031811500,Current Asthma,9.3,POINT (-87.8686704 41.9413776)
17031816500,Current Asthma,9.1,POINT (-87.8935603 41.8962808)
17031804305,Current Asthma,9.5,POINT (-88.1603535 42.0376728)
17031806502,COPD,5.6,POINT (-87.8782773 42.0165164)
17031811100,COPD,6.9,POINT (-87.8344152 41.9270773)
17031242800,Current Asthma,9.5,POINT (-87.6903237 41.892632)
17031811302,COPD,6.2,POINT (-87.8595375 41.9160827)
17031802506,Current Asthma,9.2,POINT (-87.8977629 42.1299534)
17031819200,COPD,6.3,POINT (-87.8300332 41.811879)
17031808900,Current Asthma,9,POINT (-87.7174711 42.0665152)
17031590700,COPD,4.2,POINT (-87.6627888 41.8260539)
17031805302,COPD,5.3,POINT (-87.8134423 42.0497649)
17031730202,Current Asthma,12.1,POINT (-87.6485425 41.7264299)
17031250300,COPD,7.8,POINT (-87.7608528 41.9128483)
17031817900,COPD,7.4,POINT (-87.8449998 41.858776)
17031812000,Current Asthma,9.3,POINT (-87.8201224 41.8875807)
17031806900,Current Asthma,8.6,POINT (-87.7557144 42.056765)
17031200402,Current Asthma,8.9,POINT (-87.7296789 41.9196348)
17031420400,Current Asthma,11.9,POINT (-87.6035584 41.7831699)
17031470100,Current Asthma,13.2,POINT (-87.5964894 41.7282207)
17031690500,COPD,8.6,POINT (-87.6121031 41.7681794)
17031292400,COPD,8.8,POINT (-87.7223992 41.8552397)
17031242900,COPD,3.1,POINT (-87.6842896 41.8921955)
17031812900,Current Asthma,9.4,POINT (-87.7953122 41.8763226)
17031819500,COPD,5.6,POINT (-87.8672573 41.8143023)
17031242900,Current Asthma,9.4,POINT (-87.6842896 41.8921955)
17031330103,COPD,2.6,POINT (-87.6234172 41.8564796)
17031650100,COPD,4.3,POINT (-87.7178549 41.7823766)
17031806202,COPD,7.8,POINT (-87.8888917 42.03761)
17031813100,COPD,3.8,POINT (-87.7816188 41.8690097)
17031823001,COPD,6.2,POINT (-87.7841873 41.7069648)
17031640100,COPD,5.3,POINT (-87.7398608 41.7819196)
17031750500,COPD,6.8,POINT (-87.6712334 41.6846154)
17031815400,COPD,6.3,POINT (-87.796191 41.8313704)
17031808800,COPD,3.7,POINT (-87.6819475 42.0655221)
17031811701,Current Asthma,9.3,POINT (-87.9029938 41.9421289)
17031691300,COPD,8.2,POINT (-87.6198472 41.7546811)
17031640500,COPD,5.7,POINT (-87.7909879 41.7756825)
17031231200,COPD,9.5,POINT (-87.7213153 41.8990614)
17031420400,COPD,7.6,POINT (-87.6035584 41.7831699)
17031810800,Current Asthma,9.5,POINT (-87.8209674 41.9322899)
17031821200,COPD,6.7,POINT (-87.6722979 41.6683914)
17031800700,COPD,3.6,POINT (-87.7425824 42.0847062)
17031809402,COPD,5,POINT (-87.6820289 42.0490312)
17031802503,Current Asthma,8.8,POINT (-87.9537744 42.1316179)
17031420700,Current Asthma,14.4,POINT (-87.6106933 41.7766914)
17031801000,COPD,4.2,POINT (-87.7348644 42.0723092)
17031814700,Current Asthma,9.1,POINT (-87.7976272 41.8614519)
17031816100,Current Asthma,10.5,POINT (-87.8183947 41.8615597)
17031805401,COPD,5.3,POINT (-87.8259769 42.0330767)
17031807900,COPD,5.3,POINT (-87.7487798 42.0041886)
17031240700,COPD,2.8,POINT (-87.6945986 41.9120878)
17031490901,Current Asthma,13.4,POINT (-87.6162677 41.6960582)
17031640300,Current Asthma,9.4,POINT (-87.7716353 41.7815321)
17031711100,COPD,7,POINT (-87.6583002 41.7395016)
17031804306,COPD,5.2,POINT (-88.1740085 42.0219819)
17031730202,COPD,6.4,POINT (-87.6485425 41.7264299)
17031803611,COPD,6.7,POINT (-88.018113 42.1481082)
17031804807,COPD,5.3,POINT (-88.1199897 42.0103801)
17031800600,COPD,3.4,POINT (-87.7143339 42.0887818)
17031820501,COPD,7,POINT (-87.8141057 41.771069)
